time_s,lmi
0.03333333333333333,0.0
0.03333333333333333,0.0
0.06666666666666667,0.0
0.1,0.0
0.13333333333333333,0.0
0.16666666666666666,0.0
0.2,0.0
0.23333333333333334,0.0
0.26666666666666666,0.0
0.3,0.0
0.3333333333333333,0.0
0.36666666666666664,0.0
0.4,0.0
0.43333333333333335,0.0
0.4666666666666667,0.0
0.5,0.0
0.5333333333333333,0.0
0.5666666666666667,0.0
0.6,0.0
0.6333333333333333,0.0
0.6666666666666666,0.0
0.7,0.0
0.7333333333333333,0.0
0.7666666666666666,0.0
0.8,0.0
0.8333333333333334,0.0
0.8666666666666667,0.0
0.9,0.0
0.9333333333333333,0.0
0.9666666666666667,0.0
1.0,0.0
1.0333333333333332,0.0
1.0666666666666667,0.0
1.1,0.0
1.1333333333333333,0.0
1.1666666666666667,0.0
1.2,0.0
1.2333333333333334,0.0
1.2666666666666666,0.0
1.3,0.0
1.3333333333333333,0.0
1.3666666666666667,0.0
1.4,0.0
1.4333333333333333,0.0
1.4666666666666666,0.0
1.5,0.0
1.5333333333333332,0.0
1.5666666666666667,0.0
1.6,0.0
1.6333333333333333,0.0
1.6666666666666667,0.0
1.7,0.0
1.7333333333333334,0.0
1.7666666666666666,0.0
1.8,0.0
1.8333333333333333,0.0
1.8666666666666667,0.0
1.9,0.0
1.9333333333333333,0.00921463883050293
1.9666666666666666,0.021401537436619194
2.0,0.030940834748084862
2.033333333333333,0.03753649693151038
2.0666666666666664,0.0690332831427501
2.1,0.09496909722532859
2.1333333333333333,0.11244254842114144
2.1666666666666665,0.11418376962462014
2.2,0.11347975490417814
2.2333333333333334,0.10844048790594978
2.2666666666666666,0.1310771627179908
2.3,0.1428554476976143
2.3333333333333335,0.15981042994221867
2.3666666666666667,0.16954076763215112
2.4,0.17936242273860906
2.433333333333333,0.18700816955769956
2.466666666666667,0.19664687646221565
2.5,0.1939288546665176
2.533333333333333,0.19637428696226822
2.5666666666666664,0.20041617246031693
2.6,0.20716902284841182
2.6333333333333333,0.20453249815914926
2.6666666666666665,0.21923772516076379
2.7,0.2264512984042654
2.7333333333333334,0.23405664686980965
2.7666666666666666,0.23680258206914112
2.8,0.24814114024810807
2.8333333333333335,0.2542049894481744
2.8666666666666667,0.25921886901842683
2.9,0.2632602080311059
2.933333333333333,0.266740934227971
2.966666666666667,0.27788147932814716
3.0,0.2877282348637755
3.033333333333333,0.29874749839768494
3.0666666666666664,0.30629472188049867
3.1,0.3162861215411001
3.1333333333333333,0.31713250539342974
3.1666666666666665,0.33243320333436743
3.2,0.33625536801999373
3.2333333333333334,0.32935202021330345
3.2666666666666666,0.3249235842722212
3.3,0.338718546753491
3.3333333333333335,0.3718921073404193
3.3666666666666667,0.38852517908608025
3.4,0.40795989711442565
3.433333333333333,0.4243715594393082
3.466666666666667,0.440205524666238
3.5,0.45427960369991055
3.533333333333333,0.4599818728653251
3.5666666666666664,0.46139834270098357
3.6,0.4501094764782587
3.6333333333333333,0.4336072486895762
3.6666666666666665,0.45190182517354954
3.6999999999999997,0.47683396490803664
3.7333333333333334,0.4722345586355951
3.7666666666666666,0.46749849634030705
3.8,0.48087044759873193
3.8333333333333335,0.49347524635267004
3.8666666666666667,0.5196675242547039
3.9,0.5125146159356061
3.933333333333333,0.495517255195711
3.966666666666667,0.49438395858149586
4.0,0.5086659392714608
4.033333333333333,0.5244854041448022
4.066666666666666,0.539157825983806
4.1,0.5418426836437482
4.133333333333333,0.555098427628367
4.166666666666667,0.5664530040001821
4.2,0.5599931509456348
4.233333333333333,0.5526870301236094
4.266666666666667,0.5495529119958507
4.3,0.5607927544764588
4.333333333333333,0.5690563200718742
4.366666666666666,0.5792276044498996
4.4,0.5956131875387072
4.433333333333334,0.6009918243590464
